1473	.292359331757536	.290507379850209	.272638784473402	.28767271727641	.272361082469194	.270909778872949	.296014140876388	.282915537343027	.311495541591792	.278073155304597	.283132148849253	-1.72	-1.83	-1.22	-1.56	-1.63	-1.105	.656	11	48	80	82	79	52	85	81	81	46.5
1475	.238920836560796	.250692006940546	.228965778049454	.239110216030002	.234257864056477	.231719160202839	.224152832421498	.225398213518496	.235751216947241	.22960834325608	.234378129175048	-2.12	-1.39	-.33	-1.98	-1.26	-.31	1.229	8	42	83	72	74	46	86	77	77	47.5
1480	.247822564916178	.257347718600321	.243434759313605	.233206770887653	.241806218027109	.244432417830167	.246250096304372	.239813625938444	.251788503170905	.232907485144823	.235784893751489	-1.82	-2.47	-2.27	-1.81	-2.19	-1.84	.452	4	32	74	63	65	34	74	73	67	47.5
1481	.259945389349038	.267607438033694	.249817876371117	.257669446759862	.25008212062324	.254233360638581	.253060915168913	.244870815174569	.243532526277687	.260285162772267	.261264288509539	-1.35	-1.46	-1.03	-1.48666666666667	-1.56333333333333	-1.08333333333333	1.311	8	63	85	100	92	61	83	98	90	45
1487	.271145724052992	.248839795820204	.256023244277289	.258562385364207	.253510263298427	.275553799762387	.262378431726217	.265834791069785	.263394419779294	.267383693673714	.29503825541402	-.99	-2.12	-2.28	-1.26	-1.90666666666667	-1.74	-.16	10	53	86	88	82	62	86	93	91	46
1492	.237213895253494	.239333354568304	.234534617501683	.233154731905949	.230792479726044	.219663600705841	.235061759062038	.225898565380777	.223540428746833	.224552825875151	.247180760221612	-.77	-1.58	-1.7	-.886666666666667	-1.18666666666667	-1.05333333333333	-.936	12	70	91	101	99	70	95	98	99	49
1499	.260361987211031	.25116134734323	.253421841432912	.250770111085571	.26022334787207	.271114236800983	.246485267760665	.253713758261881	.235928909117462	.259155839090252	.249335184938391	-1.96	-1.66	-.9	-1.86333333333333	-1.62333333333333	-.943333333333333	.534	8	45	78	82	76	59	83	100	88	48
1500	.298414847625147	.308065808484791	.286153986668503	.291885639251456	.292138989755984	.28941076757855	.293687445348715	.300908437934855	.277109657902426	.28588705543172	.283445412098325	-2.13	-1.57	-.6	-1.84333333333333	-1.40666666666667	-.613333333333333	.166	12	39	80	70	72	42	80	75	74	47.5
1501	.266874831336132	.263249200851528	.268221482766085	.263046875971718	.249129246065856	.271865052326894	.255016309377253	.246861194945865	.248877242094233	.246057075756844	.258387791003119	-3.36	-3	-1.54	-3.25333333333333	-2.78666666666667	-1.44666666666667	1.433	8	44	83	75	75	52	86	82	81	47.3
1503	.24599451215195	.261801217327562	.237860391052721	.235150920068628	.224996107804685	.234837160453556	.246115432837702	.232303090254027	.242302596988353	.244900790256438	.235812917141199	-2.84	-2.48	-1.3	-2.85333333333333	-2.50333333333333	-1.38	1.146	11	51	91	73	81	75	102	110	103	47.5
1505	.254710280270131	.242638633457107	.265598296982594	.237511803567061	.247022100923953	.23789958372872	.249973779824239	.23923463261379	.280978661324982	.238422223438599	.233958405330952	-.25	-.28	-.21	-.203333333333333	-.113333333333333	-.0133333333333333	-.296	12	66	91	93	95	63	93	93	92	48.7
1507	.254531889938919	.237729218628655	.243019996184705	.243183986444564	.24627215500088	.254427281182797	.249959574372256	.25215195988979	.243759605907561	.249433924329513	.268876875212204	-1.5	-1.37	-.85	-1.65666666666667	-1.28666666666667	-.586666666666667	.452	6	54	91	84	83	59	90	82	88	48.5
1509	.255514046534393	.244000344924661	.24112640090822	.239223276933905	.23523631707735	.278674897357594	.251496243983165	.229410586342383	.242152837756173	.247320444200928	.275879871124165	-1.62	-1.76	-1.34	-1.79333333333333	-1.58	-.94	-.99	9	80	102	103	110	82	101	112	112	47.6
1510	.246074800339566	.238063331734523	.235379214326758	.236361847538845	.245180215523845	.257164743948166	.247316114410038	.233746661291106	.232946134901346	.231479728832093	.250652437912119	1.01	2.56	2.89	1.11333333333333	2.92666666666667	3.25333333333333	-1.766	7	62	91	88	91	72	106	93	100	48.5
1511	.274186958432832	.285408723833629	.258992382675463	.255259784275691	.2515416594789	.277172558640788	.272706936112097	.262943854139387	.283301501043326	.260452598979318	.290619107474561	-2.95	-2.79	-1.65	-2.90333333333333	-2.46333333333333	-1.3	.656	5	44	83	75	75	60	90	93	89	47
1512	.269255573563027	.267280343185708	.274111569328646	.262436961747998	.246026317539912	.290112811658295	.251642690275651	.237138191938541	.244136658643074	.261443997621859	.266178629485106	-1.83	-2.35	-2.07	-2.01	-2.39333333333333	-1.95	1.146	2	39	77	73	72	57	85	90	86	47.5
1513	.290747994187132	.274640347303554	.284658307535886	.273357582774365	.285244040644571	.293927025635711	.288457474485021	.290767926738091	.315165483358304	.286458313841667	.277935550480487	-2.72	-2.8	-1.9	-2.99	-2.99	-2.00666666666667	-.038	7	42	80	75	74	47	80	77	78	47.1
1515	.305079305345089	.293495599011208	.305770683174004	.282238683477738	.267490370134979	.313974349712741	.29900117809978	.290531662508518	.280030716098005	.28608635295375	.297916207882316	-2.92	-3.9	-3.14	-2.80333333333333	-3.42333333333333	-2.58333333333333	.248	8	41	75	77	73	52	80	90	81	45.5
1518	.300152833954961	.271279038595809	.309374947195166	.283717369133336	.271236382434573	.350121161873523	.285092138205677	.275289617763745	.257843632899667	.269530828558591	.286134313508619	-1.24	-.24	.6	-1.51666666666667	-.336666666666667	.64	-1.316	10	80	102	100	110	80	98	105	110	47.8
1519	.251625922878411	.263235411684752	.253358515121153	.241934399209949	.240067712304407	.255984979782526	.239534282291573	.235716669966006	.241084209405798	.243011517159289	.240116619288922	-2.83	-2.46	-1.05	-2.58333333333333	-2.23	-1.02666666666667	-.242	5	39	80	70	72	46	81	77	77	46.6
1520	.274653758697193	.270867747469932	.262774025341565	.269252404902046	.262084025442175	.261427244717523	.270437888322741	.257043614004009	.273650685070297	.28023466287877	.26922340225996	-1.31	-.98	-.38	-1.39	-.826666666666667	-.133333333333333	-1.938	11	63	90	93	92	68	95	96	97	48
1521	.231005412212697	.241226095862114	.22121836427285	.233714373704598	.216317390012145	.238276191048885	.213720963324848	.215404706250007	.225884302967175	.214033952839675	.221777704942737	-1.2	-.97	-.49	-1.38666666666667	-.896666666666667	-.24	-.99	5	-99	-99	-99	-99	-99	-99	-99	-99	51.2
1523	.238931167915804	.227962036736869	.232077358071856	.238331926843963	.230995260930841	.271248481860012	.222372444611907	.239789942628043	.231211159537179	.227851817631785	.228015376768495	-2.61	-1.66	-.17	-2.39666666666667	-1.18333333333333	.21	.821	10	59	86	88	88	-99	-99	-99	-99	46
1525	.2551399281138	.249796788809881	.24116396515479	.262340988104146	.240198047591167	.24192240538868	.248734109202423	.231880983384093	.26310491771748	.250301658329896	.257255804992972	-1.62	-2.48	-2.47	-1.95333333333333	-2.41333333333333	-2.06	.942	4	43	81	75	75	55	85	90	84	46.5
1526	.260136022087361	.26463284801163	.243317008005519	.252638798240488	.257768293160554	.258829810843725	.251357790617574	.257219639122128	.243396382705123	.251643590725866	.267938965894762	-.79	-.82	-.59	-1.27333333333333	-.84	-.286666666666667	1.025	7	39	78	72	72	50	80	81	80	48.4
1530	.265109993210679	.277086911753283	.28005918881755	.255292302868198	.252474320360535	.270336367470728	.250655365449271	.247196366895043	.243216839955419	.242052182029667	.25238013505601	.11	-.42	-.74	.08	.0433333333333334	-.0733333333333333	.044	7	55	90	82	84	68	93	96	97	50
1531	.25875802911186	.268511582020084	.249218163023246	.255390429090888	.243622910687392	.246533515484463	.248580614636515	.255468358431259	.237813965317441	.250613415545208	.236248915918257	-1.82	-1.25	-.33	-2.12333333333333	-1.01666666666667	.183333333333333	-.417	11	49	85	82	80	55	83	84	84	47.6
1532	.259631222370852	.272064673162497	.254954736516931	.246371140890916	.23722154113203	.250938276689679	.261128224643775	.248319900433777	.258406028772681	.265066511371577	.242937926014357	-2.23	-2.36	-1.5	-2.36	-2.26333333333333	-1.29	-.732	6	-99	-99	-99	-99	45	78	77	76	46.4
1533	.266909843985252	.274237717335412	.265640412314911	.256998322616895	.245390926887066	.289802602992662	.246807847988623	.243026585483388	.232816903392192	.246643512044248	.253714369033229	-.58	-.6	-.44	-.763333333333333	-.373333333333333	-.01	-1.276	9	50	83	75	80	54	88	81	83	48.7
1534	.260262481326032	.257181958874705	.264346150504725	.250125619196527	.255149236259757	.247053650194212	.246024742176556	.244879186130926	.229757177200991	.258381587408997	.264395059954384	-.07	.36	.6	-.186666666666667	.653333333333333	1.05666666666667	-1.276	12	-99	-99	-99	-99	-99	-99	-99	-99	50.5
1535	.382067137731425	.378334043053323	.351509518061952	.353719886298762	.35059001727117	.362619553812988	.373961267002085	.349449428417936	.378394299003976	.404812698454459	.398108583123824	-2.9	-2.47	-1.22	-2.51333333333333	-2.46333333333333	-1.56333333333333	.656	4	47	86	77	78	51	86	79	81	47.6
