1473	.215805727677311	.196335732876851	.194363516070158	.191931053769029	.1896875553144	.191453384604485	.200025386624741	.190825498092936	.198195117105196	.194072744530284	.185341837098154	-1.72	-1.83	-1.22	-1.56	-1.63	-1.105	.656	11	48	80	82	79	52	85	81	81	46.5
1475	.221322233676441	.192986984875182	.193314299002108	.191815897614937	.188641007412443	.207446118879817	.192343813372416	.189347344068832	.193850544677795	.19674468658822	.231579537434443	-2.12	-1.39	-.33	-1.98	-1.26	-.31	1.229	8	42	83	72	74	46	86	77	77	47.5
1480	.220188876267413	.199316586445047	.196316219144524	.196159546736229	.197901356055316	.197984874067198	.191624760379643	.194388563595507	.199271609033012	.200691013228687	.190673204381456	-1.82	-2.47	-2.27	-1.81	-2.19	-1.84	.452	4	32	74	63	65	34	74	73	67	47.5
1481	.223727239782841	.19979808037898	.196048228865023	.200306124647132	.200147201882872	.202553159084307	.195706105547924	.194997497008279	.199145651101654	.198330999884758	.201489598477821	-1.35	-1.46	-1.03	-1.48666666666667	-1.56333333333333	-1.08333333333333	1.311	8	63	85	100	92	61	83	98	90	45
1487	.212805627305562	.192530241931806	.189373340016725	.192908755372751	.193784246664505	.190155159632029	.185885164735377	.187632363400482	.187195476200804	.199032734390025	.195827778741548	-.99	-2.12	-2.28	-1.26	-1.90666666666667	-1.74	-.16	10	53	86	88	82	62	86	93	91	46
1492	.223201285562405	.194215859608205	.196972614545862	.191270556172885	.198799183154586	.191349702092361	.199572339829735	.213132667254934	.188221292671958	.196823295734944	.213929225837805	-.77	-1.58	-1.7	-.886666666666667	-1.18666666666667	-1.05333333333333	-.936	12	70	91	101	99	70	95	98	99	49
1499	.223071926557634	.189793381419175	.195752431610437	.197961140709143	.200406426626976	.194154330690546	.194489422883088	.198317212737352	.202062566165066	.199520740599901	.203986882156252	-1.96	-1.66	-.9	-1.86333333333333	-1.62333333333333	-.943333333333333	.534	8	45	78	82	76	59	83	100	88	48
1500	.257574614697918	.2292638690683	.221307326578157	.209656426282896	.219761951129024	.209780778491243	.219404561180314	.216488739412781	.215900567161828	.225853831762896	.234805384332871	-2.13	-1.57	-.6	-1.84333333333333	-1.40666666666667	-.613333333333333	.166	12	39	80	70	72	42	80	75	74	47.5
1501	.213466897039233	.195389920161631	.19050720277031	.191110795960594	.188660576067856	.191879015068931	.193129527346302	.187223345305392	.191946224110234	.185632132623496	.193458408068211	-3.36	-3	-1.54	-3.25333333333333	-2.78666666666667	-1.44666666666667	1.433	8	44	83	75	75	52	86	82	81	47.3
1503	.245030043454309	.250071031470369	.215165220756401	.199110490737927	.197156045769629	.195155304519935	.210263519566572	.192088250008896	.191765069188772	.195014046406815	.207979000202864	-2.84	-2.48	-1.3	-2.85333333333333	-2.50333333333333	-1.38	1.146	11	51	91	73	81	75	102	110	103	47.5
